Sample,SiO2,Al2O3,Fe2O3,MgO,Na2O,CaO,K2O,Lat,Long,State,Georef ,Navdat Sample Number ,Authors,,,,,,,,,
WO2-998,46.61,14.78,14.02,8.76,2.38,10.03,0.54,43.5732,-112.9138,Idaho,1994-900072,56106,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1010,47.29,14.39,14.89,7.62,2.54,9.3,0.78,43.5732,-112.9138,Idaho,1994-900072,56107,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
ICP121-672,47.66,14.8,13.16,7.91,2.59,10.27,0.6,43.5786,-112.9357,Idaho,1997-037544,56242,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
WO2-1054,47.22,14.99,14.79,7.23,2.17,9.35,0.8,43.5732,-112.9138,Idaho,1994-900072,56108,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1074,47.3,14.29,14.89,7.13,2.53,9.53,0.78,43.5732,-112.9138,Idaho,1994-900072,56109,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1122,48.88,15.6,12.84,6.67,2.91,9.11,1.02,43.5732,-112.9138,Idaho,1994-900072,56110,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1136,48.25,17.76,12.94,5.37,2.92,9.46,0.9,43.5732,-112.9138,Idaho,1994-900072,56111,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1164,47.36,14.28,14.99,6.98,2.61,9.46,0.84,43.5732,-112.9138,Idaho,1994-900072,56112,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1221,46.79,14.78,15.11,7.02,2.4,9.93,0.64,43.5732,-112.9138,Idaho,1994-900072,56113,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1239,46.36,14.17,15.64,7.3,2.54,9.54,0.74,43.5732,-112.9138,Idaho,1994-900072,56114,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1263,47.39,15.99,12.95,8.19,2.64,9.73,0.65,43.5732,-112.9138,Idaho,1994-900072,56115,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1286,46.74,14.49,14.14,8.91,2.37,9.88,0.63,43.5732,-112.9138,Idaho,1994-900072,56116,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1290,46.7,14.58,14.45,8.36,2.4,10.03,0.55,43.5732,-112.9138,Idaho,1994-900072,56117,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1304,47.42,14.79,14.02,7.78,2.42,10,0.63,43.5732,-112.9138,Idaho,1994-900072,56118,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1316,47.21,14.98,13.69,8.94,2.3,10.04,0.52,43.5732,-112.9138,Idaho,1994-900072,56119,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1378,46.35,14.3,14.69,9.36,2.32,9.72,0.56,43.5732,-112.9138,Idaho,1994-900072,56120,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
WO2-1480,46.24,16.03,15.85,6.13,2.76,9.25,0.46,43.5732,-112.9138,Idaho,1994-900072,56121,"Shervais, J.; Vetter, S.; Hackett, W.R.",,,,,,,,,
ICP123-327,45.3,15,13.27,10.73,2.21,10.8,0.41,43.5638,-112.9353,Idaho,1997-037544,56249,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-505,48.17,14.94,11.43,10.07,2.27,10.79,0.38,43.5638,-112.9353,Idaho,1997-037544,56256,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
CD-7,49.81,15.09,12.71,6.89,3.44,7.27,1.7,35.209206,-115.71586,California,1995-043332,57595,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
CD-5,49.15,15.3,12.07,7.02,3.38,8.43,1.71,35.193096,-115.73792,California,1995-043332,57596,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
CD-1,50.13,15.03,10.55,7.45,3.11,8.62,2.07,35.183926,-115.77583,California,1995-043332,57593,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
Ci-15,47.61,15.71,11.64,7.54,3.6,9.61,1.3,35.235474,-115.74387,California,1995-043332,57594,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
CD-2,49.54,15.03,11.43,8.12,3.17,7.91,1.82,35.196564,-115.78203,California,1995-043332,57591,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
CD-6,51.06,16.43,11,5.35,3.9,7.31,2.02,35.20623,-115.73965,California,1995-043332,57592,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
Ci-20,48.38,16.42,10.77,6.64,4.15,8.11,1.99,35.254063,-115.729,California,1995-043332,57589,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
CD-4,49.16,15.2,12.07,7.47,3.21,8.33,1.66,35.19954,-115.73073,California,1995-043332,57590,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
Ci-43,47.63,16.01,10.87,6.73,3.91,9,1.91,35.194584,-115.84076,California,1995-043332,57587,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
Ci-6-1,47.86,16.32,10.77,7.05,3.99,8.55,1.8,35.27661,-115.73196,California,1995-043332,57588,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
CD-3,49.78,16.23,10.34,6.4,4.18,7.71,2.02,35.219612,-115.75477,California,1995-043332,57586,"Farmer, G L; Glazner, A F; Wilshire, H G; Wooden, J L; Pickthorn, W J; Katz, M",,,,,,,,,
ICP121-80,46.54,15.18,13.92,7.86,2.61,10.15,0.57,43.5786,-112.9357,Idaho,1997-037544,56225,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-50,45.53,14.78,14.67,8.24,2.59,10.14,0.62,43.5786,-112.9357,Idaho,1997-037544,56224,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-105,46.27,15.39,13.27,9.04,2.51,10.2,0.63,43.5786,-112.9357,Idaho,1997-037544,56226,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-125,48.71,15.09,13.59,5.98,2.79,9.16,1.34,43.5786,-112.9357,Idaho,1997-037544,56227,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-160,46.2,15.01,13.71,8.93,2.37,10.26,0.58,43.5786,-112.9357,Idaho,1997-037544,56228,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-209,46.27,15.09,13.7,8.29,2.41,10.82,0.5,43.5786,-112.9357,Idaho,1997-037544,56229,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-286,45.91,15.01,13.39,9.73,2.29,10.73,0.41,43.5786,-112.9357,Idaho,1997-037544,56230,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-417,46.17,16.51,11.21,10.15,2.14,12.05,0.27,43.5786,-112.9357,Idaho,1997-037544,56233,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-441,49.27,15.43,11.54,7.74,2.52,10.7,0.51,43.5786,-112.9357,Idaho,1997-037544,56234,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-500,48.13,15.22,11.42,9.89,2.38,10.72,0.4,43.5786,-112.9357,Idaho,1997-037544,56236,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-515,47.21,15.31,11.74,10.52,2.19,10.75,0.46,43.5786,-112.9357,Idaho,1997-037544,56237,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-549,47.04,15.48,13.15,7.57,2.68,10.68,0.55,43.5786,-112.9357,Idaho,1997-037544,56239,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-591,47.59,14.58,13.91,7.42,2.53,10.34,0.55,43.5786,-112.9357,Idaho,1997-037544,56240,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP121-722,46.4,14.38,15.33,6.74,2.72,9.66,0.72,43.5786,-112.9357,Idaho,1997-037544,56243,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-80,45.41,14.38,15.33,7.89,2.72,9.95,0.57,43.5638,-112.9353,Idaho,1997-037544,56244,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-130,48.05,15.09,13.92,6.15,2.79,9.28,1.28,43.5638,-112.9353,Idaho,1997-037544,56245,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-181,45.62,14.88,14.56,7.99,2.6,10.04,0.83,43.5638,-112.9353,Idaho,1997-037544,56246,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-230,45.08,14.27,16.19,7.8,2.51,9.39,0.82,43.5638,-112.9353,Idaho,1997-037544,56247,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-260,46.42,14.91,12.07,11.02,2.11,11.05,0.38,43.5638,-112.9353,Idaho,1997-037544,56248,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-339,45.79,15,13.49,9.7,2.28,10.75,0.39,43.5638,-112.9353,Idaho,1997-037544,56250,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-361,45.37,14.79,13.81,9.73,2.39,10.9,0.34,43.5638,-112.9353,Idaho,1997-037544,56251,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-415,46.81,16.03,11.22,10.07,2.19,12.03,0.18,43.5638,-112.9353,Idaho,1997-037544,56252,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-431,47.68,15.89,12.07,8.11,2.43,10.88,0.58,43.5638,-112.9353,Idaho,1997-037544,56253,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-460,48.51,14.03,12.08,9.03,2.5,10.92,0.43,43.5638,-112.9353,Idaho,1997-037544,56254,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-479,47.25,14.73,12.52,9.96,2.3,10.53,0.43,43.5638,-112.9353,Idaho,1997-037544,56255,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-540,48.31,14.62,11.97,9.61,2.37,10.27,0.57,43.5638,-112.9353,Idaho,1997-037544,56257,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-580,47.36,15.2,13.16,7.53,2.57,10.62,0.58,43.5638,-112.9353,Idaho,1997-037544,56258,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
49,75.84,13.9,1.17,0.22,3.43,0.83,4.33,35.5553,-117.2947,California,1984-019557,63237,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
ICP123-620,46.87,14.7,13.38,8.35,2.6,10.65,0.54,43.5638,-112.9353,Idaho,1997-037544,56259,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-661,47.46,14.6,13.38,8.62,2.58,10.09,0.48,43.5638,-112.9353,Idaho,1997-037544,56260,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
ICP123-724,45.65,15.48,13.69,9.09,2.36,10.32,0.6,43.5638,-112.9353,Idaho,1997-037544,56262,"Reed, M F; Bartholomay, R C; Hughes, S S",,,,,,,,,
118-23,46.31,14.48,15.22,7.28,2.75,9.37,0.69,43.4938,-113.0506,Idaho,2000-053332,56329,"Wetmore, Paul",,,,,,,,,
118-81,45.78,14.47,15.43,7.4,2.8,9.43,0.72,43.4938,-113.0506,Idaho,2000-053332,56330,"Wetmore, Paul",,,,,,,,,
118-96,45.39,14.47,15.43,7.41,2.66,9.96,0.69,43.4938,-113.0506,Idaho,2000-053332,56331,"Wetmore, Paul",,,,,,,,,
118-128,47.07,15.3,13.05,8.9,2.52,10.1,0.52,43.4938,-113.0506,Idaho,2000-053332,56332,"Wetmore, Paul",,,,,,,,,
MB-45,58.03,17.34,6.65,4.31,3.86,6.99,1.56,48.743,-121.814,washington,2003-046396,75304,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
118-145,46.85,15.29,13.37,8.74,2.57,9.9,0.48,43.4938,-113.0506,Idaho,2000-053332,56333,"Wetmore, Paul",,,,,,,,,
118-168,46.66,15.29,13.37,8.84,2.59,9.91,0.51,43.4938,-113.0506,Idaho,2000-053332,56334,"Wetmore, Paul",,,,,,,,,
118-197,46.16,14.89,13.59,9.69,2.56,9.91,0.44,43.4938,-113.0506,Idaho,2000-053332,56335,"Wetmore, Paul",,,,,,,,,
118-214,46.1,15.6,13.6,8.53,2.66,10.28,0.42,43.4938,-113.0506,Idaho,2000-053332,56336,"Wetmore, Paul",,,,,,,,,
118-257,46.79,15.2,13.16,9.22,2.35,10.48,0.33,43.4938,-113.0506,Idaho,2000-053332,56337,"Wetmore, Paul",,,,,,,,,
MB-46,58.6,17.33,6.57,3.82,4,6.66,1.7,48.742,-121.815,washington,2003-046396,75305,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
C1A-335,48.36,16.15,9.14,11.22,1.85,11.11,0.43,43.5043,-113.041,Idaho,2000-053332,56351,"Wetmore, Paul",,,,,,,,,
118-278,47.15,15.92,11.32,10.46,2.25,10.78,0.39,43.4938,-113.0506,Idaho,2000-053332,56338,"Wetmore, Paul",,,,,,,,,
118-332,47.58,16.13,11.1,9.71,2.26,11.5,0.25,43.4938,-113.0506,Idaho,2000-053332,56339,"Wetmore, Paul",,,,,,,,,
118-374,47.16,15.65,11.42,10.22,2.23,11.51,0.32,43.4938,-113.0506,Idaho,2000-053332,56340,"Wetmore, Paul",,,,,,,,,
118-389,46.12,14.11,15.79,7.13,2.66,9.41,0.73,43.4938,-113.0506,Idaho,2000-053332,56341,"Wetmore, Paul",,,,,,,,,
118-415,46.11,14.39,15.55,7.43,2.47,9.43,0.78,43.4938,-113.0506,Idaho,2000-053332,56342,"Wetmore, Paul",,,,,,,,,
118-429,46.31,14.29,15.22,7.55,2.43,9.55,0.81,43.4938,-113.0506,Idaho,2000-053332,56343,"Wetmore, Paul",,,,,,,,,
118-461,46.95,14.57,15.09,7.34,2.58,9.33,0.73,43.4938,-113.0506,Idaho,2000-053332,56344,"Wetmore, Paul",,,,,,,,,
118-484,46.48,14.48,15.54,7.4,2.6,9.32,0.71,43.4938,-113.0506,Idaho,2000-053332,56345,"Wetmore, Paul",,,,,,,,,
118-510,46.89,14.68,14.78,7.53,2.64,9.24,0.78,43.4938,-113.0506,Idaho,2000-053332,56346,"Wetmore, Paul",,,,,,,,,
118-543,47.22,14.79,14.35,7.34,2.58,9.45,0.8,43.4938,-113.0506,Idaho,2000-053332,56347,"Wetmore, Paul",,,,,,,,,
118-565,47,14.88,14.56,7.51,2.54,9.3,0.77,43.4938,-113.0506,Idaho,2000-053332,56348,"Wetmore, Paul",,,,,,,,,
C1A-301,47.57,15.73,11.1,9.72,2.29,11.18,0.48,43.5043,-113.041,Idaho,2000-053332,56349,"Wetmore, Paul",,,,,,,,,
C1A-328,47.64,15.91,11.64,9.25,2.13,11.75,0.13,43.5043,-113.041,Idaho,2000-053332,56350,"Wetmore, Paul",,,,,,,,,
C1A-341,47.77,15.83,11.1,9.89,2.22,11.49,0.18,43.5043,-113.041,Idaho,2000-053332,56352,"Wetmore, Paul",,,,,,,,,
C1A-351,47.31,16.1,11.53,9.78,2.18,11.43,0.16,43.5043,-113.041,Idaho,2000-053332,56353,"Wetmore, Paul",,,,,,,,,
C1A-388,46.67,16.02,11.54,10.35,2.14,11.57,0.2,43.5043,-113.041,Idaho,2000-053332,56354,"Wetmore, Paul",,,,,,,,,
C1A-401,46.15,13.58,16.51,6.12,2.41,9.74,0.85,43.5043,-113.041,Idaho,2000-053332,56355,"Wetmore, Paul",,,,,,,,,
C1A-414,46.17,14.28,15.86,6.62,2.43,9.65,0.82,43.5043,-113.041,Idaho,2000-053332,56356,"Wetmore, Paul",,,,,,,,,
C1A-451,46.58,14.48,15.32,7.13,2.42,9.52,0.82,43.5043,-113.041,Idaho,2000-053332,56357,"Wetmore, Paul",,,,,,,,,
C1A-463,46.61,14.39,15,7.31,2.51,9.51,0.98,43.5043,-113.041,Idaho,2000-053332,56358,"Wetmore, Paul",,,,,,,,,
C1A-485,47.06,14.18,15.1,7.03,2.59,9.46,0.83,43.5043,-113.041,Idaho,2000-053332,56359,"Wetmore, Paul",,,,,,,,,
C1A-496,46.82,14.49,15.12,7.2,2.48,9.55,0.77,43.5043,-113.041,Idaho,2000-053332,56360,"Wetmore, Paul",,,,,,,,,
MB-47,58.64,17.45,6.53,3.81,3.88,6.68,1.72,48.742,-121.814,washington,2003-046396,75306,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
C1A-507,46.98,14.48,15,7.2,2.56,9.53,0.71,43.5043,-113.041,Idaho,2000-053332,56361,"Wetmore, Paul",,,,,,,,,
C1A-522,46.85,14.47,14.99,7.41,2.53,9.58,0.68,43.5043,-113.041,Idaho,2000-053332,56362,"Wetmore, Paul",,,,,,,,,
C1A-546,46.77,14.77,14.88,7.36,2.5,9.65,0.69,43.5043,-113.041,Idaho,2000-053332,56363,"Wetmore, Paul",,,,,,,,,
C1A-581,48.31,16.2,11.2,9.01,2.35,10.58,0.38,43.5043,-113.041,Idaho,2000-053332,56364,"Wetmore, Paul",,,,,,,,,
BG77-1-261,46.27,14.75,14.77,7.57,2.59,9.67,0.74,43.4993,-113.0465,Idaho,2000-053332,56365,"Wetmore, Paul",,,,,,,,,
BG77-1-300,47.71,16.24,10.67,9.48,2.3,11.84,0.24,43.4993,-113.0465,Idaho,2000-053332,56366,"Wetmore, Paul",,,,,,,,,
BG77-1-310,47.46,16.26,10.99,9.82,2.17,11.65,0.2,43.4993,-113.0465,Idaho,2000-053332,56367,"Wetmore, Paul",,,,,,,,,
BG77-1-319,47.04,15.93,11.75,9.85,2.17,11.49,0.26,43.4993,-113.0465,Idaho,2000-053332,56368,"Wetmore, Paul",,,,,,,,,
BG77-1-328,47.58,16.28,10.99,9.37,2.24,11.71,0.27,43.4993,-113.0465,Idaho,2000-053332,56369,"Wetmore, Paul",,,,,,,,,
BG77-1-362,47.38,16.11,11.43,9.48,2.2,11.6,0.22,43.4993,-113.0465,Idaho,2000-053332,56370,"Wetmore, Paul",,,,,,,,,
BG77-1-372,45.45,14.07,16.51,7.13,2.47,9.58,0.71,43.4993,-113.0465,Idaho,2000-053332,56371,"Wetmore, Paul",,,,,,,,,
BG77-1-389,45.87,14.25,15.86,7.32,2.4,9.56,0.75,43.4993,-113.0465,Idaho,2000-053332,56372,"Wetmore, Paul",,,,,,,,,
BG77-1-414,44.99,12.77,17.47,8.89,2.24,9.03,0.63,43.4993,-113.0465,Idaho,2000-053332,56373,"Wetmore, Paul",,,,,,,,,
BG77-1-453,46.44,14.64,15.42,7.25,2.5,9.45,0.69,43.4993,-113.0465,Idaho,2000-053332,56374,"Wetmore, Paul",,,,,,,,,
BG77-1-481,46.61,14.62,15,7.32,2.6,9.54,0.65,43.4993,-113.0465,Idaho,2000-053332,56375,"Wetmore, Paul",,,,,,,,,
MB-48,57.94,17.44,6.64,4.3,3.8,7.02,1.58,48.737,-121.81,washington,2003-046396,75307,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
BG77-1-506,46.59,14.64,15.22,7.22,2.52,9.51,0.78,43.4993,-113.0465,Idaho,2000-053332,56376,"Wetmore, Paul",,,,,,,,,
BG77-1-528,46.81,14.69,14.89,7.15,2.55,9.61,0.73,43.4993,-113.0465,Idaho,2000-053332,56377,"Wetmore, Paul",,,,,,,,,
BG77-1-541,47.01,14.69,14.68,7.39,2.52,9.63,0.62,43.4993,-113.0465,Idaho,2000-053332,56378,"Wetmore, Paul",,,,,,,,,
BG77-1-553,46.77,14.58,15.1,7.3,2.51,9.53,0.7,43.4993,-113.0465,Idaho,2000-053332,56379,"Wetmore, Paul",,,,,,,,,
BG77-1-568,47.38,15.6,11.65,10.19,2.19,10.94,0.41,43.4993,-113.0465,Idaho,2000-053332,56380,"Wetmore, Paul",,,,,,,,,
BG77-1-588,47.34,15.53,11.09,10.89,2.1,11.04,0.34,43.4993,-113.0465,Idaho,2000-053332,56381,"Wetmore, Paul",,,,,,,,,
BG77-1-598,47.37,15.39,11.32,10.67,2.15,11.03,0.4,43.4993,-113.0465,Idaho,2000-053332,56382,"Wetmore, Paul",,,,,,,,,
STF01-353,46.64,14.89,14.13,8.12,2.57,9.79,0.55,43.5132,-113.0089,Idaho,2000-053332,56383,"Wetmore, Paul",,,,,,,,,
21,77.13,12.66,0.86,0.04,3.55,0.43,5.16,34.3014,-119.3039,California,1984-019557,63212,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
STF01-417,46.62,14.78,14.46,8.01,2.63,9.56,0.59,43.5132,-113.0089,Idaho,2000-053332,56384,"Wetmore, Paul",,,,,,,,,
STF01-447,47.66,16.02,10.99,10.03,2.17,11.52,0.18,43.5132,-113.0089,Idaho,2000-053332,56385,"Wetmore, Paul",,,,,,,,,
STF01-471,47.69,16.62,10.34,10.02,2.17,11.56,0.22,43.5132,-113.0089,Idaho,2000-053332,56386,"Wetmore, Paul",,,,,,,,,
STF01-495,47.27,15.92,11.54,10.02,2.18,11.22,0.15,43.5132,-113.0089,Idaho,2000-053332,56387,"Wetmore, Paul",,,,,,,,,
STF01-520,47.11,15.61,12.18,9.63,2.2,11.05,0.33,43.5132,-113.0089,Idaho,2000-053332,56388,"Wetmore, Paul",,,,,,,,,
STF01-538,46.61,14.06,15.52,7.05,2.48,9.64,0.86,43.5132,-113.0089,Idaho,2000-053332,56389,"Wetmore, Paul",,,,,,,,,
STF01-550,47,14.68,14.56,7.47,2.53,9.57,0.67,43.5132,-113.0089,Idaho,2000-053332,56390,"Wetmore, Paul",,,,,,,,,
STF01-564,46.87,14.67,14.55,7.4,2.52,9.67,0.71,43.5132,-113.0089,Idaho,2000-053332,56391,"Wetmore, Paul",,,,,,,,,
STF01-579,46.86,14.57,14.99,7.49,2.5,9.54,0.57,43.5132,-113.0089,Idaho,2000-053332,56392,"Wetmore, Paul",,,,,,,,,
STF01-597,46.9,14.58,14.89,7.3,2.49,9.86,0.56,43.5132,-113.0089,Idaho,2000-053332,56393,"Wetmore, Paul",,,,,,,,,
STF01-615,47.19,14.58,14.67,7.31,2.39,9.86,0.6,43.5132,-113.0089,Idaho,2000-053332,56394,"Wetmore, Paul",,,,,,,,,
STF01-632,46.82,14.59,14.79,7.39,2.39,9.98,0.6,43.5132,-113.0089,Idaho,2000-053332,56395,"Wetmore, Paul",,,,,,,,,
STF01-660,52.04,14.12,12.84,5.31,2.79,7.98,1.6,43.5132,-113.0089,Idaho,2000-053332,56396,"Wetmore, Paul",,,,,,,,,
STF01-676,52.5,14.11,12.61,5.12,2.8,8.04,1.59,43.5132,-113.0089,Idaho,2000-053332,56397,"Wetmore, Paul",,,,,,,,,
18,77.25,12.87,0.8,0.04,3.89,0.42,4.6,34.3181,-119.3453,California,1984-019557,63209,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
STF01-710,47.27,15,13.16,9.07,1.99,11.17,0.37,43.5132,-113.0089,Idaho,2000-053332,56398,"Wetmore, Paul",,,,,,,,,
10,77.4,12.85,0.78,0.02,4.1,0.46,4.31,33.5811,-117.2403,California,1984-019557,63202,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
8,77.38,12.72,0.75,0.04,3.34,0.45,5.22,37.4611,-118.3653,California,1984-019557,63200,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
MB-365,58.63,17.24,6.55,3.91,3.99,6.68,1.68,48.73,-121.816,washington,2003-046396,75309,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
6,77.53,12.98,0.79,0.04,4.48,0.46,3.6,33.3747,-115.7686,California,1984-019557,63198,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
5,78.04,11.72,0.78,0.03,3.47,0.47,5.39,33.3806,-116.4097,California,1984-019557,63197,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
4,77.32,12.89,0.79,0.04,3.84,0.49,4.53,34.2992,-119.2633,California,1984-019557,63196,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
2,77.23,12.9,0.79,0.06,3.92,0.48,4.51,35.875,-119.3875,California,1984-019557,63194,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
1,77.35,12.68,0.76,0.04,3.6,0.45,4.99,37.0111,-119.7361,California,1984-019557,63193,"Sarna-Wojcicki, Andrei M; Bowman, H R; Meyer, C E; Russell, P C; Woodward, M J; McCoy, Gail; Rowe, J J, Jr; Baedecker, P A; Asaro, Frank; Michael, Helen",,,,,,,,,
MB-366,58.47,17.28,6.56,3.95,4.03,6.69,1.68,48.731,-121.826,washington,2003-046396,75310,"Hildreth, Wes; Fierstein, Judy; Lanphere, Marvin",,,,,,,,,
215-182,48.75,15.43,13.49,6.1,2.88,8.92,1.28,43.55,-112.96,Idaho,2007-900002,56990,Chadwick-Claire-Grimm,,,,,,,,,
129-681,45.93,15.27,12.61,10.24,2.39,10.91,0.53,43.51,-113.01,Idaho,2007-900002,56986,Chadwick-Claire-Grimm,,,,,,,,,
129-740,46.52,15.57,13.65,8.27,2.39,10.18,0.48,43.51,-113.01,Idaho,2007-900002,56987,Chadwick-Claire-Grimm,,,,,,,,,
214-175,49.38,15.23,13.37,5.76,2.79,8.72,1.43,43.56,-112.96,Idaho,2007-900002,56988,Chadwick-Claire-Grimm,,,,,,,,,
